query,candidate_doi,label,candidate_year,candidate_title,crossref_score,true_doi,candidate_rank,candidate_author,query_author
"Nogami, Yoko: Identity and pragmatic language use: A study on Japanese ELF users (Developments in English as a Lingua Franca [DELF] 11) 2022",10.1515/9781501504211-007,0,2020.0,Chapter 7. Identity and pragmatic language use through ELF,69.82059,10.1515/jelf-2022-2066,3,,
"Nogami, Yoko: Identity and pragmatic language use: A study on Japanese ELF users (Developments in English as a Lingua Franca [DELF] 11) 2022",10.1515/9781501504211-002,0,2020.0,"Chapter 2. Language, identity and second language users through an ELF lens",69.76922,10.1515/jelf-2022-2066,4,,
"Nogami, Yoko: Identity and pragmatic language use: A study on Japanese ELF users (Developments in English as a Lingua Franca [DELF] 11) 2022",10.1515/9781501504211-003,0,2020.0,Chapter 3. Exploring ELF users’ identities and pragmatic language use,69.139946,10.1515/jelf-2022-2066,5,,
"Nogami, Yoko: Identity and pragmatic language use: A study on Japanese ELF users (Developments in English as a Lingua Franca [DELF] 11) 2022",10.4324/9781351184335-13,0,2018.0,Identity and pragmatic language use among East Asian ELF speakers and its implications for English-medium education,67.058464,10.1515/jelf-2022-2066,6,Yoko Nogami,
"Nogami, Yoko: Identity and pragmatic language use: A study on Japanese ELF users (Developments in English as a Lingua Franca [DELF] 11) 2022",10.1515/9781501512520-007,0,2022.0,Pragmatic strategies of Asian ELF users in institutional settings,66.01393,10.1515/jelf-2022-2066,7,Ke Ji,
"Nogami, Yoko: Identity and pragmatic language use: A study on Japanese ELF users (Developments in English as a Lingua Franca [DELF] 11) 2022",10.1515/9781501504211-fm,0,2020.0,Frontmatter,64.2807,10.1515/jelf-2022-2066,8,,
"Nogami, Yoko: Identity and pragmatic language use: A study on Japanese ELF users (Developments in English as a Lingua Franca [DELF] 11) 2022",10.1515/9781501504211-202,0,2020.0,Acknowledgements,64.2807,10.1515/jelf-2022-2066,9,,
"Nogami, Yoko: Identity and pragmatic language use: A study on Japanese ELF users (Developments in English as a Lingua Franca [DELF] 11) 2022",10.1515/9781501504211-204,0,2020.0,Notes,64.19528,10.1515/jelf-2022-2066,10,,
Sports Talent Identification and Selection in Korea 2014,10.24985/ijass.2014.26.2.99,1,2014.0,Sports Talent Identification and Selection in Korea,44.28704,10.24985/ijass.2014.26.2.99,1,Byounggoo Ko,
Sports Talent Identification and Selection in Korea 2014,10.4324/9781315796253-26,0,2014.0,Talent identification and talent transfer,34.45548,10.24985/ijass.2014.26.2.99,2,,
Sports Talent Identification and Selection in Korea 2014,10.1007/s40279-014-0221-7,0,2014.0,Conventional and Genetic Talent Identification in Sports: Will Recent Developments Trace Talent?,32.22086,10.24985/ijass.2014.26.2.99,3,Sarah Breitbach,
Sports Talent Identification and Selection in Korea 2014,10.1080/02640414.2014.908322,0,2014.0,Initial identification &amp; selection bias versus the eventual confirmation of talent: evidence for the benefits of a rocky road?,31.146423,10.24985/ijass.2014.26.2.99,4,Neil McCarthy,
Sports Talent Identification and Selection in Korea 2014,10.1177/17479541261427009,0,2026.0,"Talent identification, talent selection, and talent development of early- and late-maturing players at a Norwegian elite soccer academy",30.995287,10.24985/ijass.2014.26.2.99,5,Elias Williksen,
Sports Talent Identification and Selection in Korea 2014,10.23736/s0022-4707.25.16996-x,0,2025.0,A qualitative study of talent identification and selection in youth soccer: talent scouts' perceptions,29.817299,10.24985/ijass.2014.26.2.99,6,Walter STEENBOK,
Sports Talent Identification and Selection in Korea 2014,10.1080/02640414.2014.964290,0,2014.0,Talent identification and selection process of outfield players and goalkeepers in a professional soccer club,27.872345,10.24985/ijass.2014.26.2.99,7,Susana María Gil,
Sports Talent Identification and Selection in Korea 2014,10.14195/978-989-26-1169-3_8,0,,Physiological and functional characteristics of adolescent athletes in several sports: impications for talent identification,27.660532,10.24985/ijass.2014.26.2.99,8,Vaclav Bunc,
Sports Talent Identification and Selection in Korea 2014,10.14195/978-989-26-0506-7_8,0,2010.0,Physiological and functional characteristics of adolescent athletes in several sports: impications for talent identification,27.572464,10.24985/ijass.2014.26.2.99,9,Vaclav Bunc,
Sports Talent Identification and Selection in Korea 2014,10.5005/jp/books/11694_13,0,2012.0,Identification of Talent in Sports,26.88263,10.24985/ijass.2014.26.2.99,10,Swapan Dey,
Energetics of Poisson–Kac Stochastic Processes Possessing Finite Propagation Velocity 2016,10.1515/jnet-2015-0064,1,2016.0,Energetics of Poisson–Kac Stochastic Processes Possessing Finite Propagation Velocity,76.56968,10.1515/jnet-2015-0064,1,Antonio Brasiello,
Energetics of Poisson–Kac Stochastic Processes Possessing Finite Propagation Velocity 2016,10.1103/physrevx.12.021004,0,2022.0,Extended Poisson-Kac Theory: A Unifying Framework for Stochastic Processes with Finite Propagation Velocity,52.37854,10.1515/jnet-2015-0064,2,Massimiliano Giona,
Energetics of Poisson–Kac Stochastic Processes Possessing Finite Propagation Velocity 2016,10.3390/e24020201,0,2022.0,Spectral Properties of Stochastic Processes Possessing Finite Propagation Velocity,46.340355,10.1515/jnet-2015-0064,3,Massimiliano Giona,
Energetics of Poisson–Kac Stochastic Processes Possessing Finite Propagation Velocity 2016,10.1063/1.5045963,0,2018.0,Application of the theory of stochastic processes possessing finite propagation velocity to transport problems in polymeric systems,42.32026,10.1515/jnet-2015-0064,4,Antonio Brasiello,
Energetics of Poisson–Kac Stochastic Processes Possessing Finite Propagation Velocity 2016,10.1002/9781119307488.ch3,0,2016.0,Doubly Stochastic Marked Poisson Processes,34.02693,10.1515/jnet-2015-0064,5,,
Energetics of Poisson–Kac Stochastic Processes Possessing Finite Propagation Velocity 2016,10.3390/gels7010032,0,2021.0,Swelling and Drug Release in Polymers through the Theory of Poisson–Kac Stochastic Processes,33.378906,10.1515/jnet-2015-0064,6,Alessandra Adrover,
Energetics of Poisson–Kac Stochastic Processes Possessing Finite Propagation Velocity 2016,10.1016/s0304-4149(01)00076-x,0,2001.0,Lyapunov exponents of Poisson shot-noise velocity fields,33.23326,10.1515/jnet-2015-0064,7,Mine Çag̃lar,
Energetics of Poisson–Kac Stochastic Processes Possessing Finite Propagation Velocity 2016,10.1002/9781118740712.ch6,0,2016.0,Poisson Process,32.703217,10.1515/jnet-2015-0064,8,,
Energetics of Poisson–Kac Stochastic Processes Possessing Finite Propagation Velocity 2016,10.1007/978-3-319-05233-5_1,0,2016.0,Stochastic Analysis for Poisson Processes,32.63697,10.1515/jnet-2015-0064,9,Günter Last,
Energetics of Poisson–Kac Stochastic Processes Possessing Finite Propagation Velocity 2016,10.1016/j.spa.2017.04.007,0,2018.0,"A sharp first order analysis of Feynman–Kac particle models, Part I: Propagation of chaos",32.309372,10.1515/jnet-2015-0064,10,Pierre Del Moral,
An Infinite Hidden Markov Model with Stochastic Volatility 2022,10.2139/ssrn.4069359,1,2022.0,An Infinite Hidden Markov Model with Stochastic Volatility,51.353462,10.2139/ssrn.4069359,1,Chenxing Li,
An Infinite Hidden Markov Model with Stochastic Volatility 2022,10.1002/for.3123,0,2024.0,An infinite hidden Markov model with stochastic volatility,43.154205,10.2139/ssrn.4069359,2,Chenxing Li,
An Infinite Hidden Markov Model with Stochastic Volatility 2022,10.2139/ssrn.5580230,0,2025.0,Modeling Financial Volatility with Hidden Markov and Stochastic Volatility Models,38.8788,10.2139/ssrn.4069359,3,Jeremy Duriez,
An Infinite Hidden Markov Model with Stochastic Volatility 2022,10.32657/10356/20675,0,,A new hidden Markov-switching volatility model,38.418583,10.2139/ssrn.4069359,4,Xin Yi Liu,
An Infinite Hidden Markov Model with Stochastic Volatility 2022,10.5351/kjas.2023.36.1.085,0,2023.0,Hidden Markov model with stochastic volatility for estimating bitcoin price volatility,37.296776,10.2139/ssrn.4069359,5,Tae Hyun Kang,
An Infinite Hidden Markov Model with Stochastic Volatility 2022,10.1007/978-0-387-84854-9_1,0,,Hidden Markov Model Processing,37.055923,10.2139/ssrn.4069359,6,,
An Infinite Hidden Markov Model with Stochastic Volatility 2022,10.1007/978-1-4899-7442-6_2,0,2014.0,Stochastic Volatility or Stochastic Central Tendency: Evidence from a Hidden Markov Model of the Short-Term Interest Rate,36.040783,10.2139/ssrn.4069359,7,Craig A. Wilson,
An Infinite Hidden Markov Model with Stochastic Volatility 2022,10.5351/kjas.2022.35.4.501,0,2022.0,Maximum likelihood estimation of stochastic volatility models with leverage effect and fat-tailed distribution using hidden Markov model approximation,35.791832,10.2139/ssrn.4069359,8,TaeHyung Kim,
An Infinite Hidden Markov Model with Stochastic Volatility 2022,10.32469/10355/4795,0,,Volatility estimation and price prediction using a hidden Markov model with empirical study,35.58385,10.2139/ssrn.4069359,9,Pei Yin,
An Infinite Hidden Markov Model with Stochastic Volatility 2022,10.1016/j.spa.2024.104381,0,2024.0,Volatility estimation of hidden Markov processes and adaptive filtration,34.69217,10.2139/ssrn.4069359,10,Yury A. Kutoyants,
Pattern of presentation of paediatric endocrine disorders in a Nigerian tertiary institution: an 11-year survey 2022,10.1515/jpem-2022-0300,1,2022.0,Pattern of presentation of paediatric endocrine disorders in a Nigerian tertiary institution: an 11-year survey,67.16836,10.1515/jpem-2022-0300,1,Ugo N. Chikani,
Pattern of presentation of paediatric endocrine disorders in a Nigerian tertiary institution: an 11-year survey 2022,10.4314/njp.v49i1.12,0,2022.0,"Paediatric endocrine disorders at a tertiary hospital in Lagos, Nigeria",37.291603,10.1515/jpem-2022-0300,2,Ibironke Jadesola Akinola,
Pattern of presentation of paediatric endocrine disorders in a Nigerian tertiary institution: an 11-year survey 2022,10.4314/tjhc.v29i4.3,0,2022.0,Drug utilization pattern among paediatric asthma patients attending the respiratory clinic of a Nigerian tertiary hospital: a five-year retrospective survey,36.612343,10.1515/jpem-2022-0300,3,K. C. Amorha,
Pattern of presentation of paediatric endocrine disorders in a Nigerian tertiary institution: an 11-year survey 2022,10.58539/jnids.2023.2108,0,2023.0,Pattern of Presentation of Monkey Pox Disease in a Nigerian Tertiary Hospital.,36.505917,10.1515/jpem-2022-0300,4,Chika-Igwenyi,
Pattern of presentation of paediatric endocrine disorders in a Nigerian tertiary institution: an 11-year survey 2022,10.47837/cmj.19770126.nma.2017512161,0,2017.0,PATTERN OF PAEDIATRIC ENDOCRINE DISORDERS AS SEEN AT A TERTIARY HEALTH FACILITY IN SOKOTO OVER A 4 -YEAR PERIOD,36.06012,10.1515/jpem-2022-0300,5,Ugege MO,
Pattern of presentation of paediatric endocrine disorders in a Nigerian tertiary institution: an 11-year survey 2022,10.4103/njm.njm_36_22,0,2022.0,Erratum,35.661983,10.1515/jpem-2022-0300,6,,
Pattern of presentation of paediatric endocrine disorders in a Nigerian tertiary institution: an 11-year survey 2022,10.33140/jgrm/02/01/00004,0,2018.0,A Five-Year Survey of Cervical Cerclage at a Nigerian Tertiary Hospital,34.84361,10.1515/jpem-2022-0300,7,,
Pattern of presentation of paediatric endocrine disorders in a Nigerian tertiary institution: an 11-year survey 2022,10.4314/njp.v41i4.5,0,2014.0,Paediatric endocrine disorders as seen at the University of Benin Teaching Hospital over a ten-year period,33.263523,10.1515/jpem-2022-0300,8,AN Onyiriuka,
Pattern of presentation of paediatric endocrine disorders in a Nigerian tertiary institution: an 11-year survey 2022,10.4314/ijmu.v11i2.6,0,2016.0,Pattern of gunshot deaths in a Nigerian Tertiary Health Institution,32.862576,10.1515/jpem-2022-0300,9,UO Eze,
Pattern of presentation of paediatric endocrine disorders in a Nigerian tertiary institution: an 11-year survey 2022,10.21037/ajo.2018.05.02,0,2018.0,"Recurrent thyroglossal duct cysts: a 15-year review of presentation, management and outcomes from a tertiary paediatric institution",32.110683,10.1515/jpem-2022-0300,10,Luke M. O’Neil,
空间站冷原子柜超高真空腔内射频天线的研制 2023,10.3788/cjl220713,1,2023.0,空间站冷原子柜超高真空腔内射频天线的研制,115.17874,10.3788/cjl220713,1,谢昱 Xie Yu,
空间站冷原子柜超高真空腔内射频天线的研制 2023,10.37155/2717-5170-0801-14,0,2026.0,真空焊箱温度控制系统的PID参数优化研究,65.41379,10.3788/cjl220713,2,超 高,
空间站冷原子柜超高真空腔内射频天线的研制 2023,10.33142/ec.v2i6.396,0,2019.0,高压变频器采用空水冷在水泵站的应用,64.5099,10.3788/cjl220713,3,晓娇 孙,
空间站冷原子柜超高真空腔内射频天线的研制 2023,10.1360/ze2012-42-1-57,0,2012.0,封闭空间内空气自然对流的非线性特性的实验研究,64.28689,10.3788/cjl220713,4,利 白,
空间站冷原子柜超高真空腔内射频天线的研制 2023,10.37155/2717-5197-0504-15,0,2023.0,真空贮槽环形空间尺寸测量工装的发明及应用,63.01913,10.3788/cjl220713,5,万 成,
空间站冷原子柜超高真空腔内射频天线的研制 2023,10.3788/col20100808.0735,0,2010.0,利用对射原子团的空间冷原子钟,61.34549,10.3788/cjl220713,6,Desheng Lv,
空间站冷原子柜超高真空腔内射频天线的研制 2023,10.3788/lop20084502.0011,0,2008.0,光诱导光子晶格中非线性空间频谱整形和带隙孤子串的实现,60.647465,10.3788/cjl220713,7,楼慈波 楼慈波,
空间站冷原子柜超高真空腔内射频天线的研制 2023,10.18356/22203583-2023-2-3,0,2023.0,第三空间，真正的公民空间,60.493374,10.3788/cjl220713,8,,
空间站冷原子柜超高真空腔内射频天线的研制 2023,10.12677/japc.2026.151003,0,2026.0,Preparation and Application Advances in Sky Radiative Cooling Technology,58.562817,10.3788/cjl220713,9,孝雪 邹,
空间站冷原子柜超高真空腔内射频天线的研制 2023,10.37155/2717-5170-0701-34,0,2025.0,无线电广播发射天线的多频段特性与辐射效率研究,58.53035,10.3788/cjl220713,10,迟玉强,
DESPOJOS Y DESPLAZAMIENTO DE LAS FAMILIAS CAMPESINAS EN LOS DEPARTAMENTOS PELLEGRINI Y JIMÉNEZ DE LA PROVINCIA DE SANTIAGO DEL ESTERO: UNA MIRADA DESDE EL VALOR DE USO Y VALOR DE CAMBIO 2020,10.33871/26747170.2020.2.1.3354,1,2020.0,DESPOJOS Y DESPLAZAMIENTO DE LAS FAMILIAS CAMPESINAS EN LOS DEPARTAMENTOS PELLEGRINI Y JIMÉNEZ DE LA PROVINCIA DE SANTIAGO DEL ESTERO: UNA MIRADA DESDE EL VALOR DE USO Y VALOR DE CAMBIO,201.40007,10.33871/26747170.2020.2.1.3354,1,Paulo Sacchi,
DESPOJOS Y DESPLAZAMIENTO DE LAS FAMILIAS CAMPESINAS EN LOS DEPARTAMENTOS PELLEGRINI Y JIMÉNEZ DE LA PROVINCIA DE SANTIAGO DEL ESTERO: UNA MIRADA DESDE EL VALOR DE USO Y VALOR DE CAMBIO 2020,10.1016/j.enfcli.2020.10.002,0,2020.0,El valor de las enfermeras en tiempos de COVID: una mirada desde la Salud Pública,88.3569,10.33871/26747170.2020.2.1.3354,2,María Antonia Font Oliver,
DESPOJOS Y DESPLAZAMIENTO DE LAS FAMILIAS CAMPESINAS EN LOS DEPARTAMENTOS PELLEGRINI Y JIMÉNEZ DE LA PROVINCIA DE SANTIAGO DEL ESTERO: UNA MIRADA DESDE EL VALOR DE USO Y VALOR DE CAMBIO 2020,10.53995/97895852996722,0,2020.0,Narrativas del miedo: las emociones que acompañan a las familias en su vida cotidiana,87.84769,10.33871/26747170.2020.2.1.3354,3,Diana María González Bedoya,
DESPOJOS Y DESPLAZAMIENTO DE LAS FAMILIAS CAMPESINAS EN LOS DEPARTAMENTOS PELLEGRINI Y JIMÉNEZ DE LA PROVINCIA DE SANTIAGO DEL ESTERO: UNA MIRADA DESDE EL VALOR DE USO Y VALOR DE CAMBIO 2020,10.18356/9789211065459c014,0,2025.0,"Tabla de países con el desglose para cada uno del valor del indicador ODS 6.5.2, del valor de las cuencas fluviales y lacustres y del valor del acuífero",87.49024,10.33871/26747170.2020.2.1.3354,4,,
DESPOJOS Y DESPLAZAMIENTO DE LAS FAMILIAS CAMPESINAS EN LOS DEPARTAMENTOS PELLEGRINI Y JIMÉNEZ DE LA PROVINCIA DE SANTIAGO DEL ESTERO: UNA MIRADA DESDE EL VALOR DE USO Y VALOR DE CAMBIO 2020,10.4995/thesis/10251/152483,0,,Apropiación y puesta en valor del patrimonio cultural inmaterial en los festivales de folklore: una mirada desde la gestión artística en música - danza.,84.88869,10.33871/26747170.2020.2.1.3354,5,Javier Alfonso Gómez Chavarro,
DESPOJOS Y DESPLAZAMIENTO DE LAS FAMILIAS CAMPESINAS EN LOS DEPARTAMENTOS PELLEGRINI Y JIMÉNEZ DE LA PROVINCIA DE SANTIAGO DEL ESTERO: UNA MIRADA DESDE EL VALOR DE USO Y VALOR DE CAMBIO 2020,10.15425/2017.218,0,2019.0,Laberintos y despojos: análisis del proceso de implementación de la ley de víctimas y restitución de tierras desde una perspectiva multiescalar de las burocrácias estatales,84.84596,10.33871/26747170.2020.2.1.3354,6,Lina Fernanda Buchely Ibarra,
