query,source,candidate_id,label,candidate_year,candidate_title,true_id,candidate_rank,candidate_author,query_author,journal
Substantiation of the anti-inflammatory effect of photodynamic therapy in periodontal diseases 2025,crossref,10.2174/221270380201160517190017,0,2016.0,Photodynamic Therapy and Periodontal Treatment,10.17116/rosstomat20251801140,2,Pinar Gümüs,O.N. Risovannaya,Clinical Anti-Inflammatory &amp; Anti-Allergy Drugs
Substantiation of the anti-inflammatory effect of photodynamic therapy in periodontal diseases 2025,crossref,10.1016/j.pdpdt.2025.104597,0,2025.0,Anti-inflammatory photodynamic activity of tetraphenyl-substituted porphyrin in J774.2 macrophage cells,10.17116/rosstomat20251801140,3,Harika Topal Önal,O.N. Risovannaya,Photodiagnosis and Photodynamic Therapy
Substantiation of the anti-inflammatory effect of photodynamic therapy in periodontal diseases 2025,crossref,10.1016/j.pdpdt.2025.105112,0,2025.0,Enhanced Efficacy and Safety of Intra-Tissue Optical Fiber-Guided 5-Aminolevulinic Acid Photodynamic Therapy for Inflammatory Skin Diseases: Preclinical and Clinical Evidence,10.17116/rosstomat20251801140,4,Wei Liu,O.N. Risovannaya,Photodiagnosis and Photodynamic Therapy
Substantiation of the anti-inflammatory effect of photodynamic therapy in periodontal diseases 2025,crossref,10.1016/j.pdpdt.2016.09.004,0,2016.0,Effect of photodynamic therapy and laser alone as adjunct to scaling and root planing on gingival crevicular fluid inflammatory proteins in periodontal disease: A systematic review,10.17116/rosstomat20251801140,5,Zohaib Akram,O.N. Risovannaya,Photodiagnosis and Photodynamic Therapy
Substantiation of the anti-inflammatory effect of photodynamic therapy in periodontal diseases 2025,crossref,10.1016/j.pdpdt.2023.103362,0,2023.0,Effect of non-surgical periodontal therapy with adjunct photodynamic therapy on periodontal and glycemic statuses in prediabetic patients with periodontal disease,10.17116/rosstomat20251801140,6,Bharathraj Shetty,O.N. Risovannaya,Photodiagnosis and Photodynamic Therapy
Substantiation of the anti-inflammatory effect of photodynamic therapy in periodontal diseases 2025,crossref,10.1016/j.pdpdt.2025.105071,0,2025.0,THE EFFECT AND MECHANISM OF PHOTODYNAMIC THERAPY IN ENHANCING ANTI-TUMOR IMMUNE RESPONSE IN GASTRIC CANCER,10.17116/rosstomat20251801140,7,YANG YU,O.N. Risovannaya,Photodiagnosis and Photodynamic Therapy
Substantiation of the anti-inflammatory effect of photodynamic therapy in periodontal diseases 2025,crossref,10.1016/s1572-1000(12)70049-2,0,2012.0,48 Anti-inflammatory and bactericidal action of LED medolight device at treatment of dental diseases,10.17116/rosstomat20251801140,8,S.A. Gulyar,O.N. Risovannaya,Photodiagnosis and Photodynamic Therapy
Substantiation of the anti-inflammatory effect of photodynamic therapy in periodontal diseases 2025,crossref,10.2174/221270380201160517184943,0,2016.0,Editorial (Thematic Issue: Anti-inflammatory Drugs in the Treatment of Inflammatory Periodontal Diseases),10.17116/rosstomat20251801140,9,Nurcan Buduneli,O.N. Risovannaya,Clinical Anti-Inflammatory &amp; Anti-Allergy Drugs
Substantiation of the anti-inflammatory effect of photodynamic therapy in periodontal diseases 2025,crossref,10.1021/acsinfecdis.4c00306.s001,0,,Multifunctional Nanosystem for Dual Anti-Inflammatory and Antibacterial Photodynamic Therapy in Infectious Diabetic Wounds,10.17116/rosstomat20251801140,10,,O.N. Risovannaya,
DIISC-VI (COS-DIISC): Ultraviolet Metal Absorption Relative to the H i Disk of Galaxies 2025,crossref,10.3847/1538-4357/adb8ca,1,2025.0,DIISC-VI (COS-DIISC): Ultraviolet Metal Absorption Relative to the H i Disk of Galaxies,10.3847/1538-4357/adb8ca,1,Brad Koplitz,Brad Koplitz,The Astrophysical Journal
DIISC-VI (COS-DIISC): Ultraviolet Metal Absorption Relative to the H i Disk of Galaxies 2025,crossref,10.3847/1538-4357/ad029b,0,2024.0,DIISC-III. Signatures of Stellar Disk Growth in Nearby Galaxies,10.3847/1538-4357/adb8ca,2,Mansi Padave,Brad Koplitz,The Astrophysical Journal
DIISC-VI (COS-DIISC): Ultraviolet Metal Absorption Relative to the H i Disk of Galaxies 2025,crossref,10.3847/1538-4357/adce7b,0,2025.0,DIISC-V: Variations in Hα-to-FUV Star Formation Rate Ratios Across Star-forming Regions in Nearby Galaxies,10.3847/1538-4357/adb8ca,3,Mansi Padave,Brad Koplitz,The Astrophysical Journal
DIISC-VI (COS-DIISC): Ultraviolet Metal Absorption Relative to the H i Disk of Galaxies 2025,crossref,10.3847/1538-4357/ac2c01,0,2021.0,DIISC-II: Unveiling the Connections between Star Formation and Interstellar Medium in the Extended Ultraviolet Disk of NGC 3344,10.3847/1538-4357/adb8ca,4,Mansi Padave,Brad Koplitz,The Astrophysical Journal
DIISC-VI (COS-DIISC): Ultraviolet Metal Absorption Relative to the H i Disk of Galaxies 2025,crossref,10.1007/978-94-011-3228-2_5,0,1991.0,Optical and Ultraviolet Absorption Studies of Cool Gas in the Milky Way Halo,10.3847/1538-4357/adb8ca,5,L. Danly,Brad Koplitz,The Interstellar Disk-Halo Connection in Galaxies
DIISC-VI (COS-DIISC): Ultraviolet Metal Absorption Relative to the H i Disk of Galaxies 2025,crossref,10.32873/unl.dc.oth.034,0,2008.0,DISCOURSE IN INQUIRY SCIENCE CLASSROOMS (DiISC): REFERENCE MANUAL,10.3847/1538-4357/adb8ca,6,Dale Baker,Brad Koplitz,UNL Digital Commons
DIISC-VI (COS-DIISC): Ultraviolet Metal Absorption Relative to the H i Disk of Galaxies 2025,crossref,10.32873/unl.dc.oth.033,0,2022.0,"Discourse in Inquiry Science Classrooms, DiISC, Version 2.0 (User’s manual for an observation research instrument)",10.3847/1538-4357/adb8ca,7,Elizabeth Lewis,Brad Koplitz,UNL Digital Commons
DIISC-VI (COS-DIISC): Ultraviolet Metal Absorption Relative to the H i Disk of Galaxies 2025,crossref,10.1063/1.53741,0,1997.0,Ultraviolet interstellar absorption lines from low-z galaxies,10.3847/1538-4357/adb8ca,8,M. S. Sahu,Brad Koplitz,AIP Conference Proceedings
DIISC-VI (COS-DIISC): Ultraviolet Metal Absorption Relative to the H i Disk of Galaxies 2025,crossref,10.1007/978-94-009-0543-6_22,0,1990.0,Lyman Alpha Absorption Systems and the Evolution of Disk Galaxies,10.3847/1538-4357/adb8ca,9,Harding E. Smith,Brad Koplitz,Astrophysics and Space Science Library
DIISC-VI (COS-DIISC): Ultraviolet Metal Absorption Relative to the H i Disk of Galaxies 2025,crossref,10.1021/acs.jpclett.6b01393.s001,0,,Shrinking the Synchrotron: Tabletop Extreme Ultraviolet Absorption of Transition-Metal Complexes,10.3847/1538-4357/adb8ca,10,,Brad Koplitz,
Ways Of Depropriating Images 2025,crossref,10.12681/dac.39266,1,2025.0,Ways Of Depropriating Images,10.12681/dac.39266,1,Sónia Díaz,Sónia Díaz,Design/Arts/Culture
Ways Of Depropriating Images 2025,crossref,10.5040/9780755621798.ch-029,0,2016.0,After-Images of Empire,10.12681/dac.39266,2,,Sónia Díaz,Empire Ways
Ways Of Depropriating Images 2025,crossref,10.2307/359012,0,1994.0,"Women's Ways of Writing, or, Images, Self-Images, and Graven Images: Responses",10.12681/dac.39266,3,James Moffett,Sónia Díaz,College Composition and Communication
Ways Of Depropriating Images 2025,crossref,10.2307/359011,0,1994.0,"Women's Ways of Writing, or, Images, Self-Images, and Graven Images",10.12681/dac.39266,4,C. Jan Swearingen,Sónia Díaz,College Composition and Communication
Ways Of Depropriating Images 2025,crossref,10.4324/9781003678793-8,0,2025.0,"What Might Work to Help Improve Body Image and Ways to Lower the Number of Unhelpful Images of the Thin-Ideal, Based on Evidence",10.12681/dac.39266,5,Marilyn Bromberg,Sónia Díaz,Body Image Law
Ways Of Depropriating Images 2025,crossref,10.1093/oso/9780190125561.003.0007,0,2020.0,Visual Access and Excess,10.12681/dac.39266,6,Sreedeep Bhattacharya,Sónia Díaz,Consumerist Encounters
Ways Of Depropriating Images 2025,crossref,10.4135/9781529721522.n5,0,2020.0,Ways of seeing difference beyond stereotypes,10.12681/dac.39266,7,,Sónia Díaz,Visual Communication: Understanding Images in Media Culture
Ways Of Depropriating Images 2025,crossref,10.1002/9781118257548.ch12,0,2008.0,Ten Ways to Improve Your Digital Images,10.12681/dac.39266,8,,Sónia Díaz,Digital Photography for Dummies®
Ways Of Depropriating Images 2025,crossref,10.5040/9781474223478.ch-003,0,2015.0,Thinking in Images,10.12681/dac.39266,9,,Sónia Díaz,Design Genius
Ways Of Depropriating Images 2025,crossref,10.1353/bhm.2025.a986059,0,2025.0,Colonial Visions and Their Rearticulations: Ways of Looking at Early Twentieth-Century Medical Images of Skin Difference in Malawi,10.12681/dac.39266,10,Chimwemwe Phiri,Sónia Díaz,Bulletin of the History of Medicine
Fast motion detection from airborne videos using graphics processing unit 2012,crossref,10.1117/1.jrs.6.061505,1,2012.0,Fast motion detection from airborne videos using graphics processing unit,10.1117/1.jrs.6.061505,1,Ben Ma,Ben Ma,Journal of Applied Remote Sensing
Fast motion detection from airborne videos using graphics processing unit 2012,crossref,10.1117/1.jrs.6.061504,0,2012.0,Fast supervised hyperspectral band selection using graphics processing unit,10.1117/1.jrs.6.061505,2,Qian Du,Ben Ma,Journal of Applied Remote Sensing
Fast motion detection from airborne videos using graphics processing unit 2012,crossref,10.5220/0003123401190124,0,2011.0,EFFECTIVE AND ACCELERATED INFORMATIVE FRAME FILTERING IN COLONOSCOPY VIDEOS USING GRAPHICS PROCESSING UNIT,10.1117/1.jrs.6.061505,3,,Ben Ma,Proceedings of the International Conference on Bio-inspired Systems and Signal Processing
Fast motion detection from airborne videos using graphics processing unit 2012,crossref,10.1109/mmsp.2012.6343435,0,2012.0,Motion robust rain detection and removal from videos,10.1117/1.jrs.6.061505,4,Xinwei Xue,Ben Ma,2012 IEEE 14th International Workshop on Multimedia Signal Processing (MMSP)
Fast motion detection from airborne videos using graphics processing unit 2012,crossref,10.1109/ncvpripg.2015.7489940,0,2015.0,Real time saliency detection in videos using Motion Field entropy,10.1117/1.jrs.6.061505,5,Krishna Reddy Konda,Ben Ma,"2015 Fifth National Conference on Computer Vision, Pattern Recognition, Image Processing and Graphics (NCVPRIPG)"
Fast motion detection from airborne videos using graphics processing unit 2012,crossref,10.5815/ijigsp.2012.12.07,0,2012.0,Fast Width Detection in Corridor Using Hough Transform,10.1117/1.jrs.6.061505,6,Mehrdad Javadi,Ben Ma,"International Journal of Image, Graphics and Signal Processing"
Fast motion detection from airborne videos using graphics processing unit 2012,crossref,10.1364/ofc.2010.otud7,0,2010.0,Fast Implementation of the Split-Step Fourier Method using a Graphics Processing Unit,10.1117/1.jrs.6.061505,7,Stephan Hellerbrand,Ben Ma,Optical Fiber Communication Conference
Fast motion detection from airborne videos using graphics processing unit 2012,crossref,10.1109/ncvpripg.2011.31,0,2011.0,Interpolation Based Tracking for Fast Object Detection in Videos,10.1117/1.jrs.6.061505,8,Rahul Jain,Ben Ma,"2011 Third National Conference on Computer Vision, Pattern Recognition, Image Processing and Graphics"
Fast motion detection from airborne videos using graphics processing unit 2012,crossref,10.1109/jdt.2012.2219498,0,2012.0,Fast 3D Computational Integral Imaging Using Graphics Processing Unit,10.1117/1.jrs.6.061505,9,Faliu Yi,Ben Ma,Journal of Display Technology
Fast motion detection from airborne videos using graphics processing unit 2012,crossref,10.1109/icip.2008.4711869,0,2008.0,A scrambling method for Motion JPEG videos enabling moving objects detection from scrambled videos,10.1117/1.jrs.6.061505,10,Masaaki Fujiyoshi,Ben Ma,2008 15th IEEE International Conference on Image Processing
Clients’ perspectives of rehabilitation in one acquired brain injury residential rehabilitation unit: A thematic analysis 2012,crossref,10.3109/02699052.2012.661118,1,2012.0,Clients’ perspectives of rehabilitation in one acquired brain injury residential rehabilitation unit: A thematic analysis,10.3109/02699052.2012.661118,1,Ian J. Gill,Ian J. Gill,Brain Injury
Clients’ perspectives of rehabilitation in one acquired brain injury residential rehabilitation unit: A thematic analysis 2012,crossref,10.4324/9780203712283-9,0,2018.0,Support Persons’ Perceptions of Giving Vocational Rehabilitation Support to Clients With Acquired Brain Injury in Sweden,10.3109/02699052.2012.661118,2,Marie Matérne,Ian J. Gill,Contemporary Perspectives on Social Work in Acquired Brain Injury
Clients’ perspectives of rehabilitation in one acquired brain injury residential rehabilitation unit: A thematic analysis 2012,crossref,10.1007/978-3-030-16613-7_9,0,2019.0,"Rehabilitation of Speech, Language, and Swallowing Disorders in Clients with Acquired Brain Injury",10.3109/02699052.2012.661118,3,Deena Henderson,Ian J. Gill,Acquired Brain Injury
Clients’ perspectives of rehabilitation in one acquired brain injury residential rehabilitation unit: A thematic analysis 2012,crossref,10.14264/uql.2018.774,0,,Client-centred goal setting in the rehabilitation of community dwelling clients with acquired brain injury,10.3109/02699052.2012.661118,4,Sarah Prescott,Ian J. Gill,
Clients’ perspectives of rehabilitation in one acquired brain injury residential rehabilitation unit: A thematic analysis 2012,crossref,10.1891/9780826131379.0016,0,2016.0,Acquired Brain Injury Rehabilitation: Clinical Essentials,10.3109/02699052.2012.661118,5,SILKE BERNERT,Ian J. Gill,Acquired Brain Injury
Clients’ perspectives of rehabilitation in one acquired brain injury residential rehabilitation unit: A thematic analysis 2012,crossref,10.4324/9780429478468-9,0,2018.0,Vocational rehabilitation after acquired brain injury,10.3109/02699052.2012.661118,6,Bernie Walsh,Ian J. Gill,Practical Neuropsychological Rehabilitation in Acquired Brain Injury
Clients’ perspectives of rehabilitation in one acquired brain injury residential rehabilitation unit: A thematic analysis 2012,crossref,10.4324/9780429478468-8,0,2018.0,Driving after acquired brain injury: rehabilitation and therapy,10.3109/02699052.2012.661118,7,Gavin Newby,Ian J. Gill,Practical Neuropsychological Rehabilitation in Acquired Brain Injury
Clients’ perspectives of rehabilitation in one acquired brain injury residential rehabilitation unit: A thematic analysis 2012,crossref,10.1080/09638288.2017.1280542,0,2018.0,Patient perspectives on navigating the field of traumatic brain injury rehabilitation: a qualitative thematic analysis,10.3109/02699052.2012.661118,8,Heidi J. Graff,Ian J. Gill,Disability and Rehabilitation
Clients’ perspectives of rehabilitation in one acquired brain injury residential rehabilitation unit: A thematic analysis 2012,crossref,10.4324/9780203712283-4,0,2018.0,"Acquired Brain Injury, Parenting, Social Work, and Rehabilitation: Supporting Parents to Support Their Children",10.3109/02699052.2012.661118,9,Mark Holloway,Ian J. Gill,Contemporary Perspectives on Social Work in Acquired Brain Injury
Clients’ perspectives of rehabilitation in one acquired brain injury residential rehabilitation unit: A thematic analysis 2012,crossref,10.1007/978-0-387-37575-5_11,0,,Balance and Vestibular Rehabilitation in the Patient with Acquired Brain Injury,10.3109/02699052.2012.661118,10,JAMES MEGNA,Ian J. Gill,Acquired Brain Injury
Subsequent Pregnancy After Having a Baby Who Was Hospitalized in the NICU 2014,crossref,10.1097/nmc.0000000000000067,1,2014.0,Subsequent Pregnancy After Having a Baby Who Was Hospitalized in the NICU,10.1097/nmc.0000000000000067,1,Yuki Funaba,Yuki Funaba,MCN: The American Journal of Maternal/Child Nursing
Subsequent Pregnancy After Having a Baby Who Was Hospitalized in the NICU 2014,crossref,10.1542/9781610026673-ch05,0,2023.0,Your Preterm Baby,10.1097/nmc.0000000000000067,2,,Yuki Funaba,Understanding the NICU: What Parents of Preemies and Other Hospitalized Newborns Need to Know
Subsequent Pregnancy After Having a Baby Who Was Hospitalized in the NICU 2014,crossref,10.1542/9781610020497-ch07,0,2016.0,Feeding Your Baby,10.1097/nmc.0000000000000067,3,,Yuki Funaba,Understanding the NICU
Subsequent Pregnancy After Having a Baby Who Was Hospitalized in the NICU 2014,crossref,10.1542/9781610020497-ch05,0,2016.0,Your Preterm Baby,10.1097/nmc.0000000000000067,4,,Yuki Funaba,Understanding the NICU
Subsequent Pregnancy After Having a Baby Who Was Hospitalized in the NICU 2014,crossref,10.1542/9781610026673-ch07,0,2023.0,Feeding Your Baby,10.1097/nmc.0000000000000067,5,,Yuki Funaba,Understanding the NICU: What Parents of Preemies and Other Hospitalized Newborns Need to Know
Subsequent Pregnancy After Having a Baby Who Was Hospitalized in the NICU 2014,crossref,10.1542/9781610026673-ch11,0,2023.0,The Loss of Your Baby,10.1097/nmc.0000000000000067,6,,Yuki Funaba,Understanding the NICU: What Parents of Preemies and Other Hospitalized Newborns Need to Know
Subsequent Pregnancy After Having a Baby Who Was Hospitalized in the NICU 2014,crossref,10.1542/9781610020497-ch11,0,2016.0,The Loss of Your Baby,10.1097/nmc.0000000000000067,7,,Yuki Funaba,Understanding the NICU
Subsequent Pregnancy After Having a Baby Who Was Hospitalized in the NICU 2014,crossref,10.1891/9780826140128.0002,0,2018.0,Supporting High-Risk Pregnancy Bed-Rest Patients and Preparing Them for a Potential NICU Baby,10.1097/nmc.0000000000000067,8,,Yuki Funaba,Care Coordination in the NICU
Subsequent Pregnancy After Having a Baby Who Was Hospitalized in the NICU 2014,crossref,10.1037/e505762014-019,0,2014.0,Having a baby?,10.1097/nmc.0000000000000067,9,Amy Novotney,Yuki Funaba,PsycEXTRA Dataset
Subsequent Pregnancy After Having a Baby Who Was Hospitalized in the NICU 2014,crossref,10.1186/s12884-021-03947-7,0,2021.0,“What kind of man gets depressed after having a baby?” Fathers’ experiences of mental health during the perinatal period,10.1097/nmc.0000000000000067,10,Sarah Hambidge,Yuki Funaba,BMC Pregnancy and Childbirth
Relationship of the preexponential function in the equation of life to the length of the failure crack 1984,crossref,10.1007/bf00720965,1,1984.0,Relationship of the preexponential function in the equation of life to the length of the failure crack,10.1007/bf00720965,1,G. M. Bartenev,G. M. Bartenev,Soviet Materials Science
Relationship of the preexponential function in the equation of life to the length of the failure crack 1984,crossref,10.1016/b978-008043011-9/50011-9,0,1999.0,Fatigue crack tip constraint and closure as a function of crack length,10.1007/bf00720965,2,David L. Davidson,G. M. Bartenev,Small Fatigue Cracks
